Hour,Price,Volume
22,356.4,89.2858404378375
22,750.0,12.9494006558227
23,-242.3,-31.9262034728779
23,-100.0,-43.5539229124911
23,35.9,93.89788466054642
23,44.7,277.6718724135399
23,51.6,-73.61565870280711
23,56.6,83.9320619357434
23,60.9,62.11252781947097
23,356.4,60.2143300270719
23,750.0,28.5432528125359
